timestamp,equity,net_return,benchmark_return,turnover,drawdown,alpha,beta,sharpe,sortino,information_ratio,volatility,benchmark_volatility,max_drawdown
2025-11-05T00:00:00+00:00,1454389.0317657536,0.014519130119055923,0.002794408335809795,1.2000000000000002,0.0,1.424655436793338,0.4385316728182103,6.396521108771806,11.661470347341114,2.372080020834902,0.3031541431365045,0.3171315682326646,0.0
2025-11-06T00:00:00+00:00,1505801.9528719436,0.03535018484275154,0.02688629099775275,0.8,0.0,1.488147839714862,0.458005779217302,6.776096516374011,12.48324625250087,2.4782489746532703,0.30633878645344054,0.31780962500251314,0.0
2025-11-07T00:00:00+00:00,1491012.3362469012,-0.009821754180112996,-0.011229378412443425,1.8627586319469436,-0.009821754180113046,1.4268093787625784,0.46635080490651515,6.499407003460048,12.589863719828065,2.476132449613915,0.3059147676003897,0.3167228484495502,-0.009821754180112996
2025-11-10T00:00:00+00:00,1449328.5277725044,-0.027956716025114292,-0.006094209392926708,2.0,-0.037503886212745426,1.2619489966591426,0.4824292710113724,5.809971795828786,10.758421936256413,2.0904757909788723,0.3128799843388578,0.31455721296894007,-0.037503886212745474
2025-11-11T00:00:00+00:00,1441833.7741229888,-0.005171190317377117,-0.010686763687774214,2.0,-0.04248113679687515,1.2345676753372743,0.4860731749261146,5.65803773737503,10.662525716350672,2.152596913244798,0.31106689976855223,0.31331441774458046,-0.04248113679687515
2025-11-12T00:00:00+00:00,1455471.6721550953,0.009458717278558515,0.0025216776786651796,0.8,-0.03342423658094997,1.2501438139766696,0.48579288983105984,5.74710695497142,10.73121072028487,2.2340713387464457,0.3082187056276984,0.31042287441801314,-0.03342423658094995
2025-11-13T00:00:00+00:00,1451454.5349826878,-0.0027600242926468788,0.011737705107251584,0.8,-0.03609200916867028,1.195010895208316,0.4810299649515572,5.642806713668914,10.570154016440162,1.9899292834617563,0.30610905383823456,0.30799691199649193,-0.03609200916867028
2025-11-14T00:00:00+00:00,1414155.7537565674,-0.02569751950691679,-0.025559848684856723,1.2000000000000002,-0.06086205356593132,1.0906964820622713,0.505765036722225,5.091499468855946,9.4226662800739,1.9704339029845035,0.31098901006271457,0.31166346203270345,-0.06086205356593133
2025-11-17T00:00:00+00:00,1418417.7254871714,0.0030137923063160432,-0.0020971664379499932,1.6,-0.0580316868483989,1.0895290154583737,0.5058338001304836,5.0894295711156365,9.33813010301228,2.0257950296174494,0.30832429431141717,0.30916742058465463,-0.05803168684839888
2025-11-18T00:00:00+00:00,1407496.6773468216,-0.007699458307741325,-0.00343271155042435,0.8,-0.06528433260272311,1.0425122438096446,0.509191460285601,4.917520144907701,9.240228072621624,1.9468376500300573,0.30700686379281017,0.30685116585963235,-0.06528433260272315
2025-11-19T00:00:00+00:00,1419832.2186929043,0.008764170846453201,0.0026636825687886834,0.8,-0.05709232480079689,1.0563824832289916,0.5090464150499949,4.9971254392555045,9.311517730644297,2.015126500378021,0.30444704649087356,0.3042462119639591,-0.057092324800796845
2025-11-20T00:00:00+00:00,1423590.3165818295,0.0026468605511607013,-0.00474298329230427,0.4,-0.05459657967192554,1.0602627605342283,0.5087173361235605,4.991603790558813,9.225795183335531,2.09966592887074,0.30197795867503113,0.3021791707657463,-0.05459657967192555
2025-11-21T00:00:00+00:00,1359255.0049823718,-0.04519229363257582,-0.03397172242275015,1.2000000000000002,-0.0973215286446334,0.8925215892325113,0.559911933284274,4.101966090391464,6.393032548707762,1.9210050502318814,0.3167645274666093,0.30906090619610327,-0.09732152864463339
2025-11-24T00:00:00+00:00,1345796.4843603377,-0.009901394935241448,-0.0008830777402073497,1.2000000000000002,-0.10625930468906296,0.839250640135719,0.5619865054746288,3.925766526006417,6.2654108857852,1.7787902434104572,0.31563951715191085,0.3066508840082371,-0.10625930468906297
2025-11-25T00:00:00+00:00,1400875.8495548966,0.040926964689418366,0.01678829906554169,0.8,-0.06968121081057604,0.937417008503775,0.5785818084428076,4.299588396603977,6.982337860662694,2.0653876308439614,0.32117390936946477,0.30546688046040793,-0.0696812108105761
2025-11-26T00:00:00+00:00,1469586.993049886,0.049048703007351646,0.019600766327472652,0.8,-0.024050280817465047,1.049678135481592,0.6020652793580549,4.696444937392175,7.836415380355245,2.3978992292095747,0.3300004210971457,0.3048197816094327,-0.024050280817465075
2025-11-27T00:00:00+00:00,1481185.9959759535,0.007892695689960982,0.00019255408913454453,0.8,-0.016347406675254493,1.0638499713710692,0.601597630537576,4.753055709180504,7.870057503244425,2.4774923394601083,0.327469820419102,0.3025267311317927,-0.016347406675254472
2025-11-28T00:00:00+00:00,1494498.4251266995,0.008987682294399724,0.0028379156180158294,0.8,-0.007506649678389259,1.0753975430625906,0.6015450978705972,4.821335110680772,7.923519580663803,2.5369351363980686,0.325025247456099,0.3002271753450888,-0.00750664967838921
2025-12-01T00:00:00+00:00,1524160.8649990773,0.01984775585819909,0.009021785143348726,1.6,0.0,1.110973477307916,0.6039904113944236,4.997791520401673,8.178906292487257,2.6517565521314466,0.32365578739142714,0.2981858119060135,0.0
2025-12-02T00:00:00+00:00,1522057.2603452827,-0.0013801723309538882,-0.00448772779276474,1.6,-0.001380172330953941,1.0989205976574523,0.604990869939825,4.94097579755084,8.048941114149141,2.671685208059145,0.32161269894638717,0.29636180983275456,-0.0013801723309538882
2025-12-03T00:00:00+00:00,1508956.4618455565,-0.008607296743063597,-0.00676992662414222,0.8,-0.009975589521208432,1.0641391683865309,0.6086602017360959,4.790243452066981,7.962504802875082,2.628585185559298,0.3205250751630222,0.29481577066008036,-0.009975589521208472
2025-12-04T00:00:00+00:00,1522502.5619574056,0.00897713118593324,0.007809748829929575,0.8,-0.0010880105110641582,1.0641421329046585,0.6086603729891833,4.856292136007477,8.015594826883628,2.6244935900122495,0.3182737647352204,0.2928384045744721,-0.001088010511064108
2025-12-05T00:00:00+00:00,1529819.7506809619,0.004806027199158791,0.006185086683430763,0.8,0.0,1.053328806423259,0.6082593738650017,4.876005007720769,7.9915008382266635,2.5884924169224273,0.31603420934068216,0.29082468270066675,0.0
2025-12-08T00:00:00+00:00,1607714.0554985113,0.050917308907063585,0.02010166166138938,0.0,0.0,1.1519161593152016,0.6321446074968375,5.222448696445014,8.793562982020498,2.898087813684716,0.32468377404605925,0.29050402738792486,0.0
2025-12-09T00:00:00+00:00,1649065.3866709867,0.025720575764732745,0.008072986257781745,0.8,0.0,1.2038825492227447,0.6352009690977833,5.427200112021609,9.12896502824233,3.075514085296147,0.3243512660408235,0.2886355312644615,0.0
2025-12-10T00:00:00+00:00,1656147.9000295235,0.004294865088906308,-0.00575508140993819,0.8,0.0,1.2155528821533634,0.6340075431641286,5.435547550225513,9.082082933045973,3.1706685531647087,0.3221899973969124,0.28717761060045593,0.0
2025-12-11T00:00:00+00:00,1628321.2661196496,-0.01680202227674099,-0.010335639487423665,0.4,-0.01680202227674101,1.158903010780603,0.6423514365793896,5.178989659972021,8.875989500794859,3.06812017036485,0.322944057983793,0.28634364989761385,-0.01680202227674099
2025-12-12T00:00:00+00:00,1648999.8660107988,0.012699336624416357,0.008685341105881594,1.2000000000000002,-0.004316060189187974,1.1666960102559991,0.6429129297720845,5.272166315599123,8.981281244778838,3.0948558710440643,0.32099979609233864,0.28462831841621694,-0.0043160601891879535
2025-12-15T00:00:00+00:00,1641167.9672273907,-0.004749484184225383,-0.01685538263020747,0.4,-0.009045045313806668,1.1722807755940896,0.6417484202115753,5.179783968025335,8.897674645188301,3.2095997243560856,0.31957372291269154,0.28507265378708546,-0.009045045313806677
2025-12-16T00:00:00+00:00,1593447.691368166,-0.02907702125081324,-0.01768582240071115,1.6,-0.037859063589815806,1.0884724112126138,0.6598363202591948,4.760456116457808,8.127767274958604,3.045523631435962,0.3238381654874272,0.2856357273583085,-0.03785906358981583
2025-12-17T00:00:00+00:00,1683129.7904664127,0.0562817967505691,0.023133648850491628,0.8,0.0,1.1824282384778704,0.6886536855960679,5.090678117923825,8.960872180806469,3.341666068567458,0.3338719869601782,0.2861241000311181,0.0
2025-12-18T00:00:00+00:00,1654888.4327931579,-0.0167790730300299,-0.010862777918064781,1.6,-0.01677907303002986,1.1336640887106517,0.6960522384850618,4.864322730561957,8.752631402131795,3.2500356558021815,0.3343631173041807,0.2853766798510207,-0.0167790730300299
2025-12-19T00:00:00+00:00,1655268.9260862782,0.00022992081253359054,0.002327930796519606,1.6,-0.016553010075600866,1.1154893167661377,0.6961605745571398,4.834460441965372,8.649694439139287,3.2053883541502555,0.33247183620805426,0.28361088062592266,-0.016553010075600838
2025-12-22T00:00:00+00:00,1740188.7724204673,0.051302749055389896,0.019367384143528232,0.8,0.0,1.2010469187389565,0.7170774910797659,5.13487324133657,9.383706965555822,3.4793568198852944,0.3395836853370367,0.283349985764409,0.0
2025-12-23T00:00:00+00:00,1743996.1411865994,0.0021879056033882183,0.007510578345367724,1.2000000000000002,0.0,1.1782004738643324,0.7157208661018599,5.122523992098956,9.307318366950893,3.396732372576674,0.3376312803716046,0.28174607442756255,0.0
2025-12-24T00:00:00+00:00,1759994.7854519573,0.009173554853437071,0.0039689547047416784,1.6,0.0,1.1830702767841683,0.7157780124385649,5.1733356878544035,9.344178741024898,3.4317740038601707,0.33563912838503124,0.2800683973844395,0.0
2025-12-25T00:00:00+00:00,1762085.298742206,0.001187795161399885,0.0008349382562617969,0.8,0.0,1.1707775075436884,0.7161243516641872,5.151753230371025,9.25425566187142,3.414931206353409,0.333801703285129,0.27844228998852955,0.0
2025-12-26T00:00:00+00:00,1788056.7152803366,0.014739023449471533,0.0016011753338238677,1.2000000000000002,0.0,1.1970626157346502,0.7156372953746588,5.246732875394064,9.377630871146593,3.52681137594414,0.3321286094531611,0.27682956000815595,0.0
2025-12-29T00:00:00+00:00,1777029.841145115,-0.006166959940917094,-0.0006969927998372594,0.4,-0.006166959940917066,1.1661268552776685,0.7171023765861624,5.152136188781745,9.296455278093973,3.444612665235923,0.3309555377999706,0.27530604432482375,-0.006166959940917094
2025-12-30T00:00:00+00:00,1781391.779124788,0.002454622808619966,0.0016957555056116291,0.8,-0.003727474692827965,1.1564080707959703,0.7172671660862349,5.143311322322813,9.229893437110174,3.43264745227749,0.3291497098713767,0.2737459016316741,-0.00372747469282797
2025-12-31T00:00:00+00:00,1754065.7037153349,-0.015339733645160614,-0.013287333668919765,1.2000000000000002,-0.019010029869031574,1.1228507676166148,0.7235914355422532,4.952358537782192,9.070653345750722,3.3906128081893576,0.32936992485224753,0.27355934134848275,-0.019010029869031553
2026-01-05T00:00:00+00:00,1823079.3835816926,0.039344979905928223,0.02661443928517282,0.8,0.0,1.1556500742393117,0.7372384816652162,5.186196615431678,9.576861988406389,3.4962377504534476,0.3320715744820687,0.2749097265817304,0.0
2026-01-06T00:00:00+00:00,1864305.6895629615,0.022613555039097788,0.011950457015202254,1.2000000000000002,0.0,1.1785206252949847,0.7402363711971035,5.329171727555632,9.817214010287886,3.5819064488141614,0.3312729637562504,0.2737916638527811,0.0
2026-01-07T00:00:00+00:00,1929811.6721433431,0.035136932181834446,-0.0022157808386198408,2.0,0.0,1.2703930761055895,0.7339528410229301,5.535329268496475,10.241101386938054,3.8580256839328744,0.33270601733056243,0.27244261333845865,0.0
2026-01-08T00:00:00+00:00,1913760.134725276,-0.008317670397464005,-0.008874221346224065,2.0,-0.008317670397464018,1.2498212723965803,0.7369272506147022,5.422558064741812,10.16796573823828,3.8421946189679987,0.331900002130418,0.2716808970383808,-0.008317670397464005
2026-01-09T00:00:00+00:00,1909368.5424375532,-0.002294745411421828,0.00046741344855893985,0.8,-0.010593328872907492,1.229155425788489,0.7376154642534242,5.3699931878122875,10.042490163196387,3.792012320711086,0.3304874236174028,0.27026244517730774,-0.010593328872907537
2026-01-12T00:00:00+00:00,1921572.093817699,0.006391406954137091,-0.000242591694673,1.2000000000000002,-0.004269628194596241,1.233741697721248,0.7374201708526623,5.393254535829726,10.032818550276282,3.8361185914443308,0.3287451070873318,0.26888553997625747,-0.004269628194596198
2026-01-13T00:00:00+00:00,1910172.9110458307,-0.005932217067755596,-0.008841288669054315,0.8,-0.010176516901102932,1.2212680917815748,0.7392481128848962,5.307717188708099,9.955960379796759,3.8443747499795466,0.3276956989809728,0.2681502901982702,-0.010176516901102883
2026-01-14T00:00:00+00:00,1931379.5068690896,0.011101924700444021,-0.00042820189596615155,0.4,0.0,1.2386955270445987,0.7384863078475273,5.367272365739731,10.017778479482542,3.931395733091543,0.32607172840365556,0.266814119954944,0.0
2026-01-15T00:00:00+00:00,1971336.8008637151,0.020688473628571957,0.007849034804020327,0.8,0.0,1.2627947645855355,0.7403229542257906,5.490180343300026,10.21802710377787,4.028464980640777,0.3251440385528006,0.2655740565028004,0.0
2026-01-16T00:00:00+00:00,2018158.46517011,0.023751225202045978,0.0042168804454043585,0.4,0.0,1.3015863606640081,0.741121838328115,5.629160762568118,10.45844986496345,4.1759217162386655,0.3245779574764419,0.2642389469643197,0.0
2026-01-19T00:00:00+00:00,2044074.7346670947,0.012841543389309651,-0.0015400786786164966,0.8,0.0,1.3245543796837171,0.7397370093301301,5.698584970486042,10.538301575675725,4.282666593562581,0.32307172477816454,0.26300436488648454,0.0
2026-01-20T00:00:00+00:00,2015823.8180779929,-0.013820882431533454,-0.012845733848175112,0.0,-0.013820882431533416,1.2973725815317452,0.745083807732616,5.535188690552498,10.418298475145068,4.250496522444564,0.3231789446489527,0.26284775391349674,-0.013820882431533454
2026-01-21T00:00:00+00:00,2114618.760576518,0.049009710874793555,0.010144057995679523,0.0,0.0,1.379579849589958,0.754835735548153,5.762858179059661,11.015489696606064,4.497574026963279,0.32820452911057246,0.2618209181044487,0.0
2026-01-22T00:00:00+00:00,2134509.550178912,0.009406324191019388,0.0010505989849991515,0.4,0.0,1.3873091811247604,0.754652006707845,5.804902164440688,11.042313555233198,4.550566844886239,0.32662081924337266,0.26055935025851434,0.0
2026-01-23T00:00:00+00:00,2101529.191417598,-0.015451024221723175,-0.013651025538296224,1.2000000000000002,-0.015451024221723189,1.357833776655442,0.7608022258541053,5.62972718786684,10.891592583322804,4.50954021859632,0.32698960714377917,0.26053418511236087,-0.015451024221723175
2026-01-26T00:00:00+00:00,2131099.292492935,0.01407075438023786,-0.0015940395220199743,1.2000000000000002,-0.0015976774082323458,1.3822575894520606,0.7593637704440719,5.703224809164123,10.986758275331583,4.6191812068558695,0.3255959471562313,0.25936813620692434,-0.0015976774082323564
2026-01-27T00:00:00+00:00,2191107.538719961,0.028158353033297168,0.006187739594099906,0.8,0.0,1.4230979699851525,0.7617176401931625,5.853111229636633,11.276446761334547,4.7694951329106825,0.32562325126995634,0.25820448556051995,0.0
2026-01-28T00:00:00+00:00,2195078.309463027,0.0018122208394142358,-0.0010139795405814667,0.4,0.0,1.4157130503141522,0.7620993305884566,5.837108140963432,11.197053528642513,4.772021937828459,0.3242171074557316,0.25705162767412415,0.0
2026-01-29T00:00:00+00:00,2200078.378643936,0.0022778545801094285,-0.0038151070111077656,1.6,0.0,1.41465428959175,0.7621954025787325,5.825068799966846,11.125486306589087,4.803502460378346,0.32281065135192344,0.2560379303345654,0.0
2026-01-30T00:00:00+00:00,2236816.4874541624,0.016698545454944425,0.006248368887550759,0.8,0.0,1.4286100584284172,0.7630475716831753,5.9122344998716185,11.250683059688512,4.870472388518626,0.3216304444457553,0.25492643677691046,0.0
2026-02-02T00:00:00+00:00,2172365.771965227,-0.028813591034591357,-0.018558216134512806,0.8,-0.028813591034591343,1.373991468212932,0.7778745710159427,5.600078174208729,10.555160555656071,4.741385610681082,0.3248184742351984,0.255733412085612,-0.028813591034591357
2026-02-03T00:00:00+00:00,2219190.870189002,0.0215548867635742,0.0056207157051855194,1.2000000000000002,-0.007879777963019799,1.3995941338797009,0.7792384900697149,5.712615001837437,10.742340213240345,4.847713322064466,0.3240663325529632,0.25462845648733157,-0.007879777963019752
2026-02-04T00:00:00+00:00,2219305.2869287115,5.155786338462143e-05,-0.00477825572880719,0.8,-0.007828626364150864,1.395380847195439,0.7796747602598095,5.684625085572424,10.64794244177966,4.867649598335135,0.32280022996144336,0.2537094724993466,-0.007828626364150826
2026-02-05T00:00:00+00:00,2207011.5014016195,-0.005539474717381143,-0.0051301568818261645,2.0,-0.013324734603715986,1.3787499499119635,0.7814779241805325,5.611892294341616,10.569883576366191,4.840609208449981,0.32193359374831976,0.2528217869688758,-0.01332473460371597
2026-02-06T00:00:00+00:00,2184516.462354171,-0.010192533674229787,-0.008907541555287946,1.2000000000000002,-0.023381455471797215,1.3579418300034685,0.7847989345274143,5.500316497012025,10.497386838030186,4.805732545609645,0.32154725165173725,0.25224433059008833,-0.023381455471797263
2026-02-09T00:00:00+00:00,2300235.1988622122,0.05297224282912261,0.024195956465135726,0.4,0.0,1.4078211401479974,0.8062226008405198,5.709829786145578,11.089921892938428,4.981486557956832,0.3272326324256807,0.25325248090271135,0.0
